,Sample,cmx,tetQ,APH(3')-IIIa,ErmB,tetW,sul2,Klebsiella,ErmC,lnuC,sul1,APH(3'')-Ib,lnuA,APH(6)-Id,pp-flo,AAC(6')-Ie-APH(2'')-Ia,APH(3')-Ia,ANT(6)-Ia,SAT-4,floR,qacEdelta1,cpxA,spd,CRP,mel,ANT(4')-Ib,tet(K),ANT(9)-Ia,Escherichia,tet(40),aadA23,acrB,lsaE,emrB,ErmX,tetO,oqxB,baeR,ROB-1,aad(6),emrR,mdtC,ANT(2'')-Ia,acrD,tet(Z),fexA,AAC(3)-IV,msbA,ArnT,mdtB,LptD,oqxA,dfrG,tetM,eptB,tet(W/N/W),ErmF,optrA,bacA,rsmA,cfrA,ramA,marA,tet(Y),FosA5,AAC(6')-Ib7,APH(4)-Ia,ACI-1,vgaALC,OmpA,H-NS,pmrF,mdtG,Bifidobacterium,ErmA,ErmG,kdpE,mdtA,CfxA2,tet(L),mecA,PC1,qacE,yojI,aadA25,acrF,FosA6,tolC,tet44,Nocardia,aadA17,CfxA6,mupA,mgrA,Enterobacter,tet(33),mdtH,aadA12,tetX,Mef(En2),baeS,CARB-5,ugd,aadS,poxtA,mdtK,Tet(X6),norA,tet(A),rosB,tet(H),tetA(P),ANT(6)-Ib,acrE,ErmT,mecR1,tetS,APH(2'')-If,mecI,msrE,dfrC,mphE,SAT-1,LnuP,tet(39),ErmQ,fusB,OXA-347,aadA27,tet32,ROB-3,dfrA1,FusF,Erm(33),TEM-126,mdtN,vga(E),mdtP,tet37,emrA,mdtF,aadA6/aadA10,ANT(3'')-IIa,mdtE,aadA9,Staphylococcus,mdtO,catIII,eptA,aadA11,aadA5,lnuG,vgaE,mdtM,APH(2'')-IIIa,acrS,Enterococcus,aadA,aadA2,sdiA,dfrA12,Bifidobacteria,linG,tetT,BRO-1,vgaA,gadX,FosD,gadW,tet(B),emrY,MCR-2,emrK,rosA,cmlA5,evgS,adeJ,qacH,evgA,CblA-1,mefC,CARB-3,AAC(3)-IId,msrA,AAC(6')-Im,arlR,mphG,mtrA,APH(2'')-IIa,Staphylococcys,aadA14,EreD,RbpA,AAC(6')-IIa,Tet(X3),vgaC,arlS,AAC(6')-Ib,cfr(D),tet(G),CMY-70,tetB(P),Erm(47),mphB,dfrA14,dfrA16,vatE,arnA,mphC,dfrA15,tet(38),LpsB,TEM-59,AAC(3)-IIe,Tet(X4),sul3,adeK,AAC(3)-IIc,QnrS9,dfrF,OXA-256,tet(C),dfrD,catB3,CrcB,APH(3')-VIa,Erm(36),OXA-164,apmA,lnuF,QnrS8,mepA,cmlA9,adeI,efrB,abeM,lsaB,tet36,MexB,SHV-52,ROB-2,tet(D),MCR-6.1,CfxA3,RanB,mepR,MCR-2.2,CTX-M-155,mphA,mefB,Acinetobacter,mefE,fusD,bcrA,SHV-24,npmA,Erm(49),CMY-114,ROB-5,ErmY,LAP-2,cmlA1,CARB-1,CfxA4,catA8,dfrK,ACT-9,CARB-14,tet(E),catQ,AAC(6')-Ib8,catS,adeB,fusC,OXA-134,Campylobacter,AAC(3)-IIa,OXA-724,CMY-42,tet(45),APH(3')-VI,catP,MCR-1,lmrD,AAC(6')-IIc,adeN,OXA-333,mexK,salA,OXA-211,rmtF,aadA13,cmlB1,catII,smeB,vanRG,cepA,aadA16,FosA2,APH(3')-IIa,QnrVC4,ACT-20,OXA-363,lnuD,Erm(35),ICR-Mo,adeF,adeH,Lactobacillus,dfrA20,AAC(6')-Ia,OXA-334,emtA,dfrA17,OXA-373,OXA-361,AAC(3)-Ib/AAC(6')-Ib'',aadA4,tet(31),cfrC,patB,vatF,BLMT,qacA,OXA-427,OXA-282,Streptococcus,ARL-1,adeG,tetU,QnrD2,Erm(42),OXA-96,vanRD,vanRO,OXA-226,macB,y56,dfrA23,mtrD,adeL,YajC,OXA-212,CARB-12,ACT-29,abeS,CTX-M-88,sul4,erm45,MOX-6,OXA-31,MOX-5,ACT-35,tet(59),cmlA6,efrA,APH(3')-Ib,CTX-M-130,BRO-2,OXA-21,arr-3,RanA,CTX-M-58,MIR-2,aadA7,OXA-285,ACT-10,QnrS5,catB2,OXA-362,ACT-28,aadA22,OXA-281,CfxA5,CARB-8,AAC(6')-31,Vibrio,APH(6)-Ic,imiH,aadA10,CMY-39,dfrA19,OXA-240,ARL-2,tetB(46),CMY-59,vanYG1,AAC(3)-IIg,CTX-M-42,MCR-9,CMY-49,EreA2,AAC(6')-30/AAC(6')-Ib',CepS,QnrD1,OXA-371,OXA-61,Pseudomonas,MexF,efpA,vanG,smeE,vanRC,vanRN,vanWG,ACT-12,lmrP,mphO,EBR-1,AxyY,emeA,vanRI,ADC-10,OXA-16,OXA-85,aadA8,dfrB4,Yrc-1,AQU-1,ANT(3'')-IIc,catB11,catB8,vanXYG,dfrB1,qacB,cfr(B),AAC(6')-Il,OXA-464,tetA(46),vanTG,CMY-55,EreA,patA,FosB3,aphA15,MCR-8,CTX-M-121,OXA-278,mecB,TEM-72,adeA,vanSC,mexW,ADC-3,MuxB,CMY-65,OXA-320,ROB-9,AAC(6')-Ii,CFE-2,vanVB,OXA-12,vanSD,imiS,FosA3,rphA,cphA8,ACT-4,efmA,dfrE,QnrB23,SHV-42,tet(35),vanYD,lsaC,aadA6,lsaA,RlmA(II),mphF,erm(46),AAC(6')-Ib-cr,vanTC,AAC(6')-Ib-Suzhou,VEB-3,ACT-22,CMY-1,EBR-2,cphA4,FosB1,cphA7,vanD,OXA-380,CTX-M-69,CcrA,arr-2,ADC-30,novA,mef(D),OXA-205,ARL-6,OXA-236,ACT-38,MexD,QnrB47,QnrB13,Chlamydia,MOX-7,APH(3')-IX,lnuE,vanRL,ACT-19,OXA-2,adeR,OXA-274,tetB(60),vanC,MUS-1,FosB4,mtrC,ADC-11,vanRA,OXA-35,OXA-5,OXA-453,OXA-69,OXA-335,OXY-6-3,CTX-M-101,tetB(48),pmrA,vanXYC,Tet(X5),AxyX,OXA-4,vanXD,OXY-5-1,Farm,Env,Site
0,2021_CF1H_112,2.867871312,0.158767857,0.0,0.210303391,0.0,0.0,289.4955303,0.0,0.0,0.0,0.293006972,1.781700782,3.752175616,0.0,0.0,0.0,0.0908627893,0.0,0.0645485657,0.0,135.1813633,0.0,122.9373539,0.0,0.309220797,0.170441964,0.0,63.61114955,0.0642305924,0.0,105.2551433,0.0,88.36849926,1.652806935,0.0,90.2782387,78.99345886,0.0,0.0944841324,79.71454458,80.9042276,0.0,80.2446356,0.0,0.0,0.0,69.18186615,98.67847334,63.68957322,88.80396864,84.23538295,0.0,0.0816200956,88.81837655,0.0,0.0,0.0,71.83285949,49.59022921,0.0,76.55043446,59.54732247,0.0,78.60807916,0.0,0.0,0.0,0.0,51.03962093,43.97029447,45.02843794,41.41739732,3.210229846,0.0,0.0,37.55177357,39.21068726,0.0,0.0,0.312306833,0.83522628,0.0,33.61009593,0.0,35.33341041,45.40132495,28.02685681,0.0,11.13123906,0.0,0.0,0.0509328526,0.354797558,35.86493907,0.0,23.74231123,0.0,0.0,0.0,17.81319261,0.0,20.90242264,0.0,0.0,27.67308677,0.0,0.471688227,0.0,25.7070682,0.0,0.0,0.0,14.0886885,0.0,0.0891542582,0.0,0.0,0.0,0.0,0.647891193,0.0,0.0,0.0,0.0,0.0,0.244860287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152056096,0.0,0.0,0.0,1.805373729,0.980739827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.989385768,0.0,0.0,0.0,0.0,0.0,10.75701847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.296791299,0.0,0.0,0.0739441036,0.0,0.0,0.0,0.0,0.0,0.0,0.106875494,0.0,0.0,0.0,2.745012688,0.0,0.162985128,0.0,0.0,3.202514802,0.0,0.0,0.0,0.0,0.0,0.0,0.133389363,5.06494467,0.0,0.0,0.0,0.0,0.0,0.0,4.136178483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.869810268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.921508881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190347595,0.0,0.0,0.0951737976,0.0,0.0,0.0,0.0,0.994380192,0.0,0.0,0.0,0.0,0.0,0.0,0.547561586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951737976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507346703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684451982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684451982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273780793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408526692,0.0,0.0,0.0,0.0,0.0,0.0,0.0507346703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205335595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CF-1,Human_Nasal,Human_Nasal
1,2021_CF1H_114,0.0122381453,41.45642834,0.0725017393,21.35936322,22.58514276,0.0353145003,0.472064757,0.0196111262,0.262597763,0.0343018982,0.0358435565,0.0,0.0,0.0,2.976960771,0.0,0.0166728739,0.0265839711,0.0,0.0,2.376851332,0.0,1.754542092,0.638015306,0.0378269944,0.0,0.0,7.898755816,9.358081646,0.0,1.692352326,0.0179217783,1.850493613,0.067395983,9.82483664,0.00911450437,1.395658482,0.0784445049,0.0,1.631289135,1.694630899,0.0,1.628877072,0.0,0.0,0.0927347829,1.430601331,0.0173688377,1.48614623,0.34878714,0.0122381453,0.0,0.449306554,0.341793914,1.789737772,7.519466109,0.0,1.524926693,0.392222524,0.0,0.0,1.01730787,0.0,0.0,0.0,0.0,0.0168489958,0.0,0.243094067,1.082763202,1.263151421,1.33701737,4.647936126,0.0196918304,1.431612214,1.042091667,1.498951623,74.0723845,0.0,0.0,0.0,0.0,1.390920023,0.0,1.721530662,0.0,1.585371367,0.104674386,3.77620505,0.0,0.0289130803,0.0,0.0,0.0,0.0,1.428392477,0.0,2.010241525,31.83712289,1.516481777,0.0,0.702967895,2.300856592,0.0,0.0706662523,0.0,0.0,0.0,0.144488369,0.0,0.0911450437,0.033579753,2.013476875,0.0,0.0,0.0,0.0322229953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186191237,0.0,0.174639226,0.0,3.302403169,0.0,0.0,0.0,0.0196918304,0.0,2.315828152,0.0,2.000334874,0.0,1.398725864,2.357949528,0.0,0.0,1.976190267,0.0,0.0,1.772524222,0.0,1.487147195,0.0,0.0,0.0,0.0,0.0,0.0,1.370282874,0.0,0.0,0.0,0.35888361,0.0,1.024455471,0.0,0.0,0.0,0.0,1.222474583,0.0,1.364350913,0.0835306822,1.046743862,0.0,0.804335536,0.0583550585,0.0,0.891462489,0.0,0.0,0.492585347,4.865944438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105554003,0.0,0.0,0.320652022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086739241,0.0,0.0,0.0,0.0,0.0,0.0,0.062144348,0.0,0.0,0.0,0.0219500679,2.830220337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00914935908,0.0,0.0,0.0,0.0,5.649714978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218498393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.785114797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671083173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15582483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0410543691,0.183259716,0.638015306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00813795033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0825019793,0.0,0.0,0.0520121174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.460876168,0.0,0.0,0.88613237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745087079,0.0,0.0343018982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206254948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10837368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377772221,0.0,0.0,0.0,0.0,0.0276596231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634171841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CF-1,Human_Fecal,Human_Fecal
2,2021_CF1H_124,0.0301080203,32.96942788,0.0445918028,26.36885912,29.21872643,0.0,0.373945462,0.0,0.0358909632,0.042194394,0.0,0.0,0.0,0.0314765667,3.502178748,0.0,0.0,0.0327006554,0.0,0.0,2.305503536,0.0458063655,2.410505453,0.523210486,0.0,0.0,0.0,6.766583346,11.72874245,0.0,1.722629376,0.0,1.597989057,0.145080372,11.01689685,0.0112116533,1.275325559,0.0,0.0426530287,1.538417196,1.682568355,0.0,1.436053853,0.0,0.0247836546,0.0,1.203518966,0.0320478292,1.335696,0.323661218,0.0,0.0,0.552687133,0.246109462,2.321285959,6.262298438,0.0,1.509261017,0.868443634,0.0,0.0,0.926947711,0.0,0.0,0.0,0.0,0.0,0.0,0.204597683,0.81632293,1.188191515,0.966592901,5.052333971,0.0,1.978121612,1.621952506,1.290690928,57.13751895,0.0,0.0,0.0,0.0,1.26976585,0.0,1.793159729,0.0,1.450719984,0.0919705932,4.746379118,0.0,0.0,0.0,0.0,0.0,0.0,1.478850534,0.0,1.790108041,22.98668513,1.474680518,0.0,0.713009135,1.7842936,0.0,0.161433615,0.0,0.0,0.0,0.240463079,0.0,0.0560582663,0.0,2.018097589,0.0,0.0,0.0,0.039637158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150375277,0.0,4.034616071,0.0,0.0,0.0,0.0,0.0,2.522621986,0.0,2.339973126,0.0,1.479075797,2.168271035,0.0,0.0,2.018097589,0.0,0.0,2.068328422,0.0,1.7970415,0.0,0.0,0.0,0.0,0.0143563853,0.0,1.391264247,0.0,0.0,0.0,0.0490509831,0.0,0.957092352,0.0,0.0,0.0,0.0,1.009662571,0.0,1.532336495,0.0733929921,0.827735339,0.0,0.788169642,0.100494697,0.0,0.776947902,0.0,0.0,0.548216869,5.031040019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432802792,0.0,0.0,0.242726514,0.0,0.0,0.0,0.0,0.0,0.0,0.0180555766,0.0,0.0,0.0,0.0,0.0,0.0978055855,0.0,0.0,0.0,0.0,0.0,0.0,0.0458658543,0.0,0.0,0.0,0.0,2.548258388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450181106,0.0,0.0,0.0,0.0,4.18079407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.089109989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502473485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.848297912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028055853,0.125236552,0.392407864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177598387,0.0,0.0,0.0731194778,0.0,0.0,0.00551651168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.466945288,0.0,0.0,1.008270207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101835951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253711981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0922910483,0.0,0.0,0.0,0.0104363794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516326137,0.0,0.0,0.0,0.0,0.020414282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208727587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520058616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CF-1,Human_Fecal,Human_Fecal
3,2021_CF1H_132,18.86829698,0.191404735,0.105852619,0.11268182,0.065598806,0.0515592091,0.0,0.114529063,0.0,20.68337407,0.104663263,0.954645978,0.150782867,0.0,0.845937003,0.0515592091,0.0973696563,0.155250508,0.0,0.121500397,0.0,0.054367882,0.0,0.0690002256,0.441819626,0.030441276,0.0,0.0681587594,0.0,0.0,0.0,0.0,0.0545802566,20.46682747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084682095,0.32799403,0.0,0.0,0.0,0.0,0.0,2.977755636,0.0,0.0,0.0,0.0,0.100521911,3.800960701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.500432081,0.0,0.0,0.0,0.0,0.0,0.0305077417,0.983098274,0.895038513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.21773433,0.0,0.0,0.941509426,0.570307987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0468877372,0.0720234313,0.0,0.0,0.0,0.0,1.010933537,0.0,0.0248180207,0.0,0.0332679659,0.0,0.0,0.0,0.525463256,0.0,0.0,0.0,0.0569146463,0.86785998,0.0,0.0,0.0,0.0,0.0,1.377574926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266651635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126219925,0.0,0.0,1.696347398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53196153,0.0,0.0,0.0,0.0,0.0,0.0488550548,1.088026098,0.0,0.127603157,0.0,6.802423553,0.0,0.0873284105,0.0,0.0,6.005743317,0.0,0.0,0.0,0.0309812543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125886945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604581303,0.0,0.15594359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445501456,0.263632937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515116891,2.141777075,0.122685767,0.0,1.529840768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325525258,0.0,0.0,0.0,0.0,0.0,0.611936307,0.0,0.0,0.917904461,0.0,0.0,0.0,0.0,0.0,0.380205325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104761355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400486978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.376856691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297288206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0700378229,0.0,0.0,0.0,0.0,0.0,0.0,CF-1,Human_Nasal,Human_Nasal
